Date,Effective_Running_Time,General_Running_Time,Waste_Packages,Good_Packages,Nominal_Speed,Actual_Speed,Ancillary_Time,Internal_owntime,External_Downtime
2022-07-26,6.405886171464129,9.339622458628345,55.0,839.0,1178.0,980.0,0.5317437653729886,0.4953683975853924,0.25637818259937795
2022-07-27,8.55708829065355,8.55708829065355,190.0,977.0,1069.0,889.0,0.9233351441531975,0.49091197302657896,0.2531717287769484
2022-07-28,6.020246335384875,11.176100757081183,58.0,929.0,1031.0,1014.0,0.5845653780972379,0.41752724156321586,0.2383311303733083
2022-07-29,6.643232205669994,10.480291023714054,131.0,857.0,1005.0,1005.0,1.106846955540139,0.3637691848327991,0.29312779505336006
2022-07-30,8.194935157466345,10.133844367905287,156.0,963.0,1129.0,831.0,1.3809730056396574,0.3311228201004339,0.17871106722126312
2022-07-31,8.767580790770772,11.575570332203831,181.0,972.0,1127.0,954.0,1.3829148165187222,0.4464406181511339,0.12614346471795146
2022-08-01,8.607845038010403,11.154388844898122,157.0,969.0,1068.0,953.0,1.1590454101322325,0.2157758086477952,0.23434177184881214
2022-08-02,6.89707723784224,8.606699518931006,170.0,984.0,1014.0,911.0,0.711231831472931,0.2870724849939508,0.24586196009544123
2022-08-03,8.848716885390143,9.246888271182193,101.0,850.0,1082.0,1080.0,1.362996831358872,0.34775598774660077,0.21501211469176293
2022-08-04,6.9489963499872,8.993956559257864,172.0,951.0,1062.0,1048.0,1.3860934353132082,0.26447619034779646,0.14136357862667925
2022-08-05,7.301598792637071,10.975785170290708,62.0,892.0,1135.0,1009.0,0.6966535849529587,0.27099458163610723,0.20089118833387107
2022-08-06,8.134129738943118,8.134129738943118,184.0,968.0,1121.0,1014.0,1.2374260857706774,0.23211386700083378,0.16243794731382588
2022-08-07,8.59853159618886,10.279558739485266,132.0,946.0,1073.0,939.0,0.786519548927123,0.32569272667381444,0.18549330563333782
2022-08-08,9.396893641976712,11.049834742962762,173.0,955.0,1044.0,1044.0,1.3026403123529295,0.44022981120604643,0.22904371516893277
2022-08-09,8.630451569201373,11.507062547046997,118.0,931.0,1198.0,1008.0,1.4972378999036027,0.18061135120252514,0.24904294853816691
2022-08-10,8.273234413341886,9.36832699486363,147.0,835.0,1091.0,1019.0,0.5300260053293928,0.47377321550137663,0.14644493818026863
2022-08-11,6.37469907131237,11.285029218688052,129.0,909.0,1138.0,1059.0,1.397365865790932,0.37563506149929193,0.18106507212939066
2022-08-12,7.4708632122377345,8.442526947820829,160.0,997.0,1028.0,882.0,1.1226305335986582,0.42930928507201205,0.15383231419832583
2022-08-13,7.060809470726902,11.385809166938072,62.0,987.0,1097.0,1042.0,1.4733826191648212,0.32247627705200466,0.13972632277237382
2022-08-14,6.975958573516334,8.50995464932793,59.0,809.0,1006.0,859.0,0.9650095175264276,0.41180668056962544,0.2566774439991677
2022-08-15,9.589149162241469,9.589149162241469,87.0,833.0,1101.0,904.0,1.3473879305713736,0.10648015893578688,0.28185053888739847
2022-08-16,7.572390898667042,11.189181463118214,74.0,826.0,1193.0,901.0,0.5623940685982772,0.42735216991181413,0.17404643713691534
2022-08-17,8.599669709395094,8.599669709395094,181.0,945.0,1077.0,1077.0,0.8352790500782957,0.11605554363414661,0.25025578487475336
2022-08-18,8.524554503989052,8.917005580930566,83.0,964.0,1008.0,1008.0,0.56701653775121,0.455965350545145,0.2793990578728822
2022-08-19,9.179245214166594,10.889010273572264,196.0,843.0,1006.0,1006.0,1.4753431334790705,0.4967850988954573,0.2692248421060463
2022-08-20,8.010548372420768,10.880146146184298,101.0,901.0,1078.0,1018.0,1.3169739072718367,0.21762698487071114,0.1365626777078452
2022-08-21,8.307615538505436,10.564590531541189,77.0,968.0,1032.0,969.0,1.3525474212459705,0.18412742251431746,0.29125837630267226
2022-08-22,7.970070775275456,10.775793777868401,168.0,947.0,1005.0,1005.0,1.4379652314338942,0.40614534554321635,0.1753352880858925
2022-08-23,6.780971951192178,10.170897773390385,149.0,908.0,1151.0,949.0,0.5851034861197854,0.2012105363681013,0.16784813223476727
2022-08-24,8.889808461046021,9.007196235627811,125.0,918.0,1092.0,914.0,0.8855975925133334,0.44622495326888145,0.11248626545555607
2022-08-25,7.123089449763423,9.382783974015677,133.0,902.0,1058.0,849.0,0.5710348890440021,0.1411370368629907,0.1972347308209766
2022-08-26,6.097263865725815,8.726390867205703,158.0,860.0,1180.0,1036.0,0.7107931015500286,0.15038207855174332,0.12180272312818574
2022-08-27,8.581889183628672,11.633802245334513,84.0,913.0,1023.0,1020.0,0.7293657770376724,0.4916606220402463,0.1497079641854852
2022-08-28,6.708442717628196,10.333567179064481,199.0,938.0,1191.0,915.0,0.9691072110475787,0.36953555930800186,0.16338852435345627
2022-08-29,9.60340566705456,9.60340566705456,196.0,975.0,1063.0,808.0,0.7685621674536426,0.43875488977158117,0.26176526469833683
2022-08-30,9.81571430801035,9.84802321457653,148.0,927.0,1178.0,1052.0,0.6009781068177611,0.22973175094060722,0.27509773007917926
2022-08-31,9.659457560881794,11.78913335844726,80.0,952.0,1121.0,803.0,0.6674910890941077,0.37059349980824174,0.16049326349229392
2022-09-01,7.480634801021777,8.613405612464321,152.0,832.0,1165.0,1011.0,0.6472755635520909,0.3376967309234389,0.27173962424891474
2022-09-02,6.06182646611547,10.344919328067189,61.0,892.0,1197.0,1091.0,1.4730767979122983,0.3412600480491788,0.2714461874739582
2022-09-03,9.713274250350901,10.023554715537864,55.0,802.0,1058.0,931.0,1.2592925069184737,0.37301298381508863,0.2529301900769747
2022-09-04,7.712736593269257,10.445816941738592,89.0,849.0,1192.0,870.0,1.4677614652695619,0.3301436692516394,0.1293390228030363
2022-09-05,8.072440735283362,8.072440735283362,119.0,945.0,1078.0,1011.0,0.9397404865079085,0.2716249477210664,0.23806456938014578
2022-09-06,9.85447990835701,11.488495635776605,180.0,998.0,1077.0,1045.0,0.7783684816626566,0.21036907775221875,0.28900481291611374
2022-09-07,9.41203782186944,11.72847312993445,159.0,820.0,1068.0,964.0,1.2982931972091867,0.4074325323652809,0.2365080957534314
2022-09-08,7.177795568278343,10.260532734356836,161.0,880.0,1108.0,1090.0,0.8262539180411468,0.19050897200127448,0.16632336982156679
2022-09-09,7.540390914407701,10.786603295507568,114.0,960.0,1031.0,816.0,0.7993833737053483,0.3769417224617657,0.20011586348616625
2022-09-10,9.404546686067427,11.689997524709183,102.0,841.0,1111.0,951.0,0.7325059922078312,0.19333312905973066,0.22914500867021073
2022-09-11,7.26768802062511,10.828954537253594,106.0,911.0,1108.0,1016.0,0.6296789782242354,0.35013206798178154,0.20211408174570072
2022-09-12,6.67797098674437,8.610156171657046,198.0,947.0,1152.0,1059.0,0.756463061016766,0.3988313068516116,0.12399058834619398
2022-09-13,8.227205049833401,10.305153440667253,56.0,923.0,1167.0,854.0,0.8553197484738877,0.1874855555626157,0.16241280893040413
2022-09-14,9.744619096643124,10.426860185531424,180.0,838.0,1088.0,1040.0,1.1739942081457304,0.12397732034452331,0.2604792061107265
2022-09-15,8.784119186699892,9.696522685209544,137.0,871.0,1060.0,966.0,0.5625648422194516,0.15238949719766964,0.27228360921910344
2022-09-16,8.280244680357459,10.945776942498892,116.0,957.0,1052.0,919.0,0.710506939665343,0.3423987869084102,0.12746000654311404
2022-09-17,6.388705975083074,11.73746805907606,159.0,911.0,1039.0,840.0,1.3090236402916764,0.43977856249029423,0.2904773504797449
2022-09-18,8.46002890679668,11.702274051627105,123.0,801.0,1012.0,1012.0,0.6469219235837708,0.11799872849416976,0.16576452356972188
2022-09-19,9.803357485616528,9.803357485616528,181.0,952.0,1068.0,847.0,0.8426451465225215,0.3936605036166585,0.23246274774614398
2022-09-20,6.560336060946096,8.45295218336302,185.0,807.0,1054.0,893.0,1.36465892185814,0.23652745838002087,0.2503650291913362
2022-09-21,8.073318609454947,11.939364795849338,113.0,949.0,1193.0,887.0,0.6549253111434427,0.291411347967809,0.2623892469275767
2022-09-22,9.509492287711822,11.355592345783737,92.0,840.0,1112.0,1061.0,0.5827368356181899,0.47154381993822625,0.28914994044518605
2022-09-23,8.498650724813068,8.498650724813068,139.0,992.0,1069.0,1002.0,0.9845379950800108,0.2327886018943382,0.16258390960576452
2022-09-24,8.788062963981073,11.68336753046949,187.0,874.0,1116.0,1039.0,0.8024195112785364,0.2861347735757944,0.2717012909103109
2022-09-25,8.809936335948438,11.479585448248514,82.0,865.0,1028.0,875.0,1.0634083644838541,0.10547296590427245,0.1263373806872414
2022-09-26,7.437964604879021,10.075352228504288,143.0,830.0,1089.0,987.0,1.3038048904834751,0.13263948800193537,0.24100818127071855
2022-09-27,7.1743673770579734,10.365101742979718,145.0,861.0,1125.0,972.0,0.6371484881527432,0.20343663645391363,0.24839554590279717
2022-09-28,9.237444621914054,9.596010815480522,160.0,975.0,1098.0,1050.0,1.080699084554285,0.11114089632842977,0.23554464824026408
2022-09-29,8.219046555288125,8.219046555288125,70.0,999.0,1080.0,1072.0,1.0055087603898638,0.3525501304193004,0.1504629472270306
2022-09-30,9.340788966583604,9.340788966583604,157.0,874.0,1199.0,804.0,0.6440787860131996,0.270559342720649,0.27460862940304065
2022-10-01,9.652962210225885,11.211413794392046,186.0,890.0,1176.0,1002.0,1.1239984855289824,0.3192580810912088,0.133771692674079
2022-10-02,8.01852809201841,8.01852809201841,77.0,944.0,1125.0,816.0,0.7736404178607716,0.1698588743585318,0.11072695830416618
2022-10-03,8.006065178748798,9.333996686764577,86.0,977.0,1114.0,965.0,0.9878343185440125,0.21837281177464646,0.24349299812238243
2022-10-04,9.1931807158671,9.592674774363774,196.0,919.0,1124.0,886.0,0.5822723242770619,0.3655297899410901,0.19509514304654674
2022-10-05,8.59985572311106,10.149582411751691,77.0,878.0,1040.0,892.0,0.959584057213623,0.4861210894521599,0.2698196039917352
2022-10-06,8.807867509030814,11.679422465651042,178.0,883.0,1079.0,906.0,0.8064634680428203,0.12016670944088369,0.17667942821165178
2022-10-07,9.183170677744403,9.385383977463846,124.0,939.0,1008.0,986.0,1.3223812111853543,0.45615372834210643,0.13365571770154255
2022-10-08,9.387812807584911,9.387812807584911,87.0,801.0,1095.0,900.0,0.5569787269973683,0.33075248052448336,0.26728843849397393
2022-10-09,7.351980627406143,10.950004992438993,181.0,924.0,1109.0,1020.0,0.9186072749183299,0.3255678267022495,0.20978192632801435
2022-10-10,7.502331810559776,9.808871763559228,117.0,871.0,1046.0,921.0,0.958431424131438,0.30011141408310416,0.137839158478071
2022-10-11,6.375927759363476,8.898419291759929,127.0,959.0,1193.0,821.0,1.2250060762991186,0.12775763436167337,0.24407679971728916
2022-10-12,8.313120563984697,9.809758064530774,104.0,819.0,1182.0,1035.0,1.074287575090211,0.13595074069446428,0.20222272769790012
2022-10-13,6.143769095186968,8.563428081519199,139.0,918.0,1144.0,886.0,1.1672123371941812,0.3403648022636344,0.22086259644806394
2022-10-14,7.862392072529841,8.705547946024893,75.0,896.0,1107.0,930.0,1.2770492856517561,0.23638342857422334,0.1921796676413164
2022-10-15,8.170578538830306,9.993471090957918,109.0,928.0,1174.0,1006.0,1.3622029736581887,0.4669072266310723,0.26574179676360127
2022-10-16,7.146165008513138,9.675701798018192,195.0,813.0,1026.0,900.0,0.8138754967224705,0.2626362149437889,0.26591254313660995
2022-10-17,8.363333042276043,11.6593836042724,89.0,916.0,1158.0,817.0,1.038022705363903,0.15731258348105645,0.24187776436487723
2022-10-18,6.122000999756198,9.449575596466532,149.0,912.0,1025.0,912.0,1.3401080784391999,0.3858875334008144,0.12108027547929245
2022-10-19,6.149392754996858,10.322353401112174,99.0,912.0,1159.0,1083.0,1.4894511309650564,0.21734136857640396,0.26777077238081376
2022-10-20,9.290402242638633,10.52905715167812,166.0,921.0,1055.0,993.0,1.3895193110437631,0.3101881229423573,0.23420259610658195
2022-10-21,7.440762565645052,8.052377826353334,70.0,935.0,1175.0,1001.0,0.8714672626243768,0.3791331142020681,0.2394048332008599
2022-10-22,6.508242050607539,10.654149488066842,195.0,961.0,1189.0,990.0,0.6951665172186504,0.46010564448082814,0.17259656808077434
2022-10-23,8.088973040219217,8.712143867479005,118.0,854.0,1030.0,860.0,0.9893925374065887,0.4168764779206705,0.2758559112314013
2022-10-24,9.079974212394443,11.84428126987782,85.0,965.0,1093.0,926.0,1.2416414518360424,0.37054442714908964,0.2450743200469715
2022-10-25,6.863284109987372,8.594650911012451,61.0,900.0,1196.0,1025.0,0.9925690707532976,0.3718532729580575,0.1225180933058389
2022-10-26,8.491561903276,9.658496494908094,75.0,815.0,1097.0,830.0,0.9831808633136685,0.4783698576128347,0.18155560688123254
2022-10-27,6.341389859975072,8.341398672314575,128.0,812.0,1173.0,883.0,1.3382304210818006,0.21832963899861443,0.27727607239202834
2022-10-28,6.206726884674431,11.987497007383789,101.0,867.0,1118.0,883.0,0.8614037790671863,0.10044483767847497,0.1094393403394758
2022-10-29,8.125418526272592,10.00878004132497,174.0,957.0,1075.0,930.0,1.3597946748116456,0.20878182375927948,0.2922833239284099
2022-10-30,8.162540486440426,10.381540069280176,115.0,942.0,1057.0,1057.0,0.9068048009517236,0.1871565518506976,0.23583251366391256
2022-10-31,8.26830590955371,8.26830590955371,87.0,958.0,1041.0,820.0,0.8282331056783394,0.36473383404559934,0.2262751955286753
2022-11-01,8.904365334890645,10.999841881596712,143.0,903.0,1152.0,956.0,0.953989911199699,0.3534846399062116,0.15411185129759827
2022-11-02,8.839622372382344,8.839622372382344,156.0,888.0,1077.0,854.0,1.2624469586748686,0.3373845530818895,0.1497583577478354
2022-11-03,8.06520139320478,11.592217157762855,75.0,829.0,1102.0,1091.0,0.6260020278639943,0.10649737728378149,0.2884116438977191
2022-11-04,7.291825891764984,8.820558561928028,75.0,866.0,1098.0,834.0,0.6964192158720174,0.391511221780259,0.15965449084682454
2022-11-05,8.762750882654666,8.762750882654666,56.0,887.0,1115.0,921.0,1.451444825663092,0.22941216499419662,0.2551010593437999
2022-11-06,7.083329005048297,8.14619867139238,160.0,818.0,1173.0,1021.0,0.6754916273813574,0.3660223956026525,0.17862435964141582
2022-11-07,7.755885682822544,9.888267780439996,150.0,844.0,1196.0,1011.0,1.0677273179310545,0.32263137140086134,0.1278508141569408
2022-11-08,6.313825525369063,10.259364533050466,121.0,920.0,1082.0,927.0,1.0793144666619379,0.2370923701711629,0.1021430595390718
2022-11-09,6.1014029736618305,8.26283455771341,177.0,947.0,1166.0,904.0,0.9896244620502448,0.15383050684164312,0.20885146740305016
2022-11-10,9.8505936587117,11.102110466780042,171.0,1000.0,1153.0,919.0,1.1447452485768186,0.13776755906419239,0.2951557637097865
2022-11-11,9.343920482048823,9.813155338992111,138.0,987.0,1115.0,879.0,0.7298267257976184,0.4326073332448894,0.1738272387618409
2022-11-12,8.783896824374793,10.09756107731032,180.0,929.0,1191.0,862.0,1.052662267776748,0.46735901683262326,0.17143846679860897
2022-11-13,7.6358117776570795,9.763050987752912,81.0,884.0,1040.0,945.0,0.8721732552468971,0.35991521870571985,0.1688183235698884
2022-11-14,6.693177280283383,9.603052243501304,67.0,927.0,1022.0,881.0,1.161667259629189,0.14137364594419335,0.20410876746097167
2022-11-15,6.625748170684345,10.238561325232872,90.0,957.0,1171.0,886.0,0.6412235433731495,0.2608108867552963,0.1881329766848587
2022-11-16,7.000971592658381,8.62096098372285,59.0,824.0,1088.0,997.0,1.0708774168394761,0.3915756800420629,0.2759829253454029
2022-11-17,8.196906658824481,8.727712521981084,130.0,882.0,1169.0,1091.0,0.6852703553833237,0.41192835360402724,0.20110415834469805
2022-11-18,8.858383690800249,11.44714248405407,190.0,968.0,1179.0,981.0,0.7786430631150364,0.14728744891643544,0.20155156763771376
2022-11-19,8.640789506870926,11.78446184853453,56.0,877.0,1012.0,823.0,0.7187098003235832,0.10001228753815297,0.12767431894411133
2022-11-20,7.119735587783771,9.493237265119012,68.0,914.0,1177.0,823.0,0.6828377798688171,0.384854818352242,0.2965479081820772
2022-11-21,9.082978692574216,9.082978692574216,118.0,918.0,1090.0,1085.0,1.325710951560667,0.24263847039448228,0.14999457817376594
2022-11-22,8.951587666783073,10.575998172956062,190.0,837.0,1102.0,889.0,0.7857075676608903,0.20179253264730412,0.11467281349192054
2022-11-23,8.217416210045602,9.634936684392386,97.0,872.0,1125.0,828.0,1.4271237818644493,0.10515898791581019,0.23262924979504176
2022-11-24,8.10154542264138,8.10154542264138,126.0,867.0,1185.0,980.0,1.469926525345191,0.31611976270459985,0.21907327403137453
2022-11-25,7.67840024971116,8.624610389464761,56.0,805.0,1004.0,987.0,1.0712604699370973,0.4404602941703927,0.18302913079854916
2022-11-26,6.99092395800463,10.863888915389591,72.0,805.0,1095.0,995.0,0.6430011226657264,0.4830526585090352,0.1844384467761356
2022-11-27,7.423890714605046,10.635695767640605,198.0,966.0,1138.0,880.0,0.8745482433795813,0.3262979802453157,0.2570127842092862
2022-11-28,8.108383970013934,8.108383970013934,195.0,855.0,1145.0,805.0,1.297732263348214,0.3057845310959577,0.13914252801992982
2022-11-29,6.0575739545190235,8.887888647731797,51.0,904.0,1139.0,1090.0,0.8673907286970705,0.13402255419569645,0.2640506637889779
2022-11-30,6.464290562027665,8.924299186352286,193.0,860.0,1027.0,875.0,0.5870172183027887,0.3195491206170399,0.22974942277900362
2022-12-01,6.184010568087011,10.687570974394914,146.0,988.0,1060.0,1003.0,1.056784910928188,0.2519916315861579,0.18379395475590488
2022-12-02,6.16291520927588,8.078842151017456,180.0,852.0,1072.0,1012.0,1.3451208514960347,0.3428541123534308,0.19160572331677372
2022-12-03,8.416434327938296,8.416434327938296,118.0,886.0,1161.0,983.0,1.2959263871435023,0.2554905391506187,0.15132944143721916
2022-12-04,8.814631437520095,11.199664341492758,127.0,975.0,1056.0,894.0,0.6751231401303532,0.1961196493801467,0.25042286653939494
2022-12-05,7.896695316349301,8.714178648217334,123.0,968.0,1042.0,881.0,1.1727646144124666,0.13798611009135062,0.20257494846105356
2022-12-06,6.391336642604006,10.610984431407498,150.0,837.0,1191.0,979.0,0.7205042634356471,0.22596737783555831,0.1641709085499687
2022-12-07,7.966463500467329,8.952731124186906,71.0,961.0,1002.0,1002.0,0.7182075345521722,0.13865793371510093,0.21921002315219004
2022-12-08,7.893887083122262,8.39776557103738,54.0,892.0,1200.0,1084.0,1.374071773305185,0.17075878032959357,0.2991468904102646
2022-12-09,6.692807479640061,8.972688763997816,96.0,897.0,1135.0,832.0,0.7496689527402302,0.49493446343181835,0.18705245593131076
2022-12-10,7.735406596951892,10.889067727422637,156.0,827.0,1166.0,846.0,0.7632473465180112,0.27764142276264747,0.2841382801557239
2022-12-11,7.594018937589494,11.422785872425143,80.0,816.0,1059.0,1059.0,0.5006533907612996,0.3127487066020066,0.16900336798491322
2022-12-12,8.463400392208866,11.320879458267967,151.0,946.0,1003.0,1003.0,1.3706690341255177,0.4494474114948862,0.11094654138499718
2022-12-13,8.540374603470575,9.58873411847382,195.0,899.0,1148.0,1065.0,1.2925948132091347,0.4982275601962751,0.14084842127368577
2022-12-14,6.181216039088178,10.672340546282584,64.0,887.0,1167.0,861.0,1.127328935090678,0.3330857797378726,0.18373902866553682
2022-12-15,7.498450458505885,8.819937181663285,151.0,946.0,1148.0,976.0,1.2502657639388421,0.4249895284176687,0.1439269857189138
2022-12-16,8.503439662856945,9.172590921044053,117.0,953.0,1029.0,1010.0,0.6520485674244918,0.23077640973467012,0.10004540764365111
2022-12-17,8.01254503432035,11.58534327408448,180.0,832.0,1151.0,1004.0,0.9583235945875754,0.22229758297891644,0.28300030754950545
2022-12-18,8.052007694042944,8.052007694042944,77.0,922.0,1154.0,922.0,0.8512193873487809,0.2610814883978241,0.26877588224618576
2022-12-19,8.342034123417871,8.342034123417871,154.0,827.0,1132.0,805.0,0.5937765262570165,0.36900290506945965,0.24845844629738942
2022-12-20,6.651737708325719,8.831545020584109,176.0,950.0,1153.0,975.0,0.9861304852149241,0.37287667570203953,0.13356291912920573
2022-12-21,6.282274989601719,8.106128815495278,192.0,931.0,1169.0,876.0,1.4207396503426355,0.22609577385978033,0.12407271524199721
2022-12-22,8.569677112825262,8.72574174035919,152.0,991.0,1123.0,935.0,0.5400591190506945,0.1532839696546515,0.11352094989447664
2022-12-23,6.106045242166488,10.332166243878769,125.0,814.0,1018.0,1018.0,0.7914609134937939,0.3529585025862034,0.24480583775458423
2022-12-24,8.343102325093852,9.685698202369991,143.0,811.0,1098.0,920.0,0.7075409362057035,0.1513303448755058,0.285761592137577
2022-12-25,9.76092096569983,11.5706868443079,180.0,856.0,1016.0,1016.0,0.7381466536656963,0.33139700329173205,0.1861071641826074
2022-12-26,8.301896711503517,11.269774246953764,136.0,852.0,1082.0,857.0,1.4084345518793753,0.3773688512225236,0.12382813439920964
2022-12-27,7.552679704826088,9.367269406791504,55.0,849.0,1081.0,1002.0,0.9680690542342901,0.3802445985577807,0.2024785641464213
2022-12-28,8.573152873769413,9.03769373372517,190.0,981.0,1013.0,1013.0,0.9662994129398188,0.4013888442638387,0.16976638149172601
2022-12-29,7.8330115619660665,9.518769632669068,153.0,850.0,1070.0,831.0,1.2605756424552823,0.4491437686262658,0.17496498486999953
2022-12-30,8.18246715726374,10.36117977005923,151.0,854.0,1022.0,802.0,0.6544922040049258,0.29998359678591535,0.22426612483114144
2022-12-31,9.072254563291505,9.072254563291505,82.0,952.0,1162.0,930.0,0.9872653541000508,0.3920996758118285,0.24374362265244046
2023-01-01,7.544410551203097,10.496595631396536,149.0,890.0,1190.0,828.0,0.9299852141210597,0.34766909414633473,0.12212071977463218
2023-01-02,9.637646608764962,9.637646608764962,109.0,955.0,1014.0,1014.0,1.0969106905466561,0.17465597591907303,0.10711804616129528
2023-01-03,9.621402567824255,10.208188723407922,148.0,813.0,1191.0,1074.0,1.4995577032504386,0.11027585794776328,0.29886606053714293
2023-01-04,6.783164539157186,9.744506116541267,66.0,898.0,1105.0,930.0,1.2694488940820472,0.2138165542707735,0.14654566978311037
2023-01-05,6.277445203500662,9.17786303816767,149.0,807.0,1060.0,878.0,0.8978657030174272,0.27721348253504774,0.11076610498169182
2023-01-06,6.403112005509707,11.793813227848627,200.0,813.0,1015.0,930.0,1.3275530522740469,0.34684237777146254,0.137975065819184
2023-01-07,6.072887302606199,11.054423176639043,57.0,981.0,1100.0,1017.0,0.6707083633124802,0.4399837322012822,0.10779156926969286
2023-01-08,6.377771843023714,8.56045270306581,197.0,828.0,1159.0,803.0,0.5304636863089601,0.17849828668246626,0.17836217892343434
2023-01-09,8.732027093665428,11.47387190359165,111.0,906.0,1141.0,977.0,0.704448372464273,0.15021991595939085,0.26048035689026483
2023-01-10,6.2847545938409155,9.949724792998055,181.0,882.0,1010.0,984.0,0.8404115561142597,0.4853919789897311,0.16824888995154413
2023-01-11,7.275902521175045,11.578208907576366,167.0,869.0,1015.0,991.0,1.01058075745956,0.14321782375056286,0.1888366813756733
2023-01-12,9.379501243877819,11.199421023789261,135.0,980.0,1081.0,873.0,1.1151291405411998,0.2913964280428757,0.23511735471348774
2023-01-13,6.093087742943304,9.700854017876933,161.0,804.0,1059.0,1014.0,1.4106057172144217,0.3342254915173207,0.20177881401397602
2023-01-14,8.08987723328047,8.08987723328047,182.0,933.0,1046.0,827.0,1.0098540095504576,0.3165497683629753,0.27228913720426484
2023-01-15,7.1274190990936,9.074709437539784,111.0,993.0,1056.0,860.0,1.0012756446257294,0.1344128628131773,0.2732071350091513
2023-01-16,6.472659310486625,10.166536858643468,99.0,912.0,1161.0,1063.0,0.5502430098229821,0.12281076560144776,0.10198213909823073
2023-01-17,8.786948661456602,10.533912879304589,150.0,987.0,1186.0,1022.0,0.5349115526562238,0.14219337098441429,0.25560926129663986
2023-01-18,8.515771387119536,9.03155074173281,171.0,810.0,1081.0,804.0,1.051159961916372,0.334235073549045,0.19214672004833477
2023-01-19,8.557424296291297,8.557424296291297,164.0,884.0,1181.0,875.0,0.9381786132483445,0.3177379550537285,0.29776810826073263
2023-01-20,8.940284175215544,11.339720947197197,170.0,852.0,1064.0,864.0,1.3391803949802985,0.1934963168146977,0.19664641517508702
2023-01-21,9.213923721539395,11.937608722814208,115.0,946.0,1095.0,881.0,0.6606795847118452,0.3551096567382367,0.2973791890776595
2023-01-22,7.128138290285226,10.102760729210743,173.0,996.0,1045.0,874.0,0.5249716621170496,0.42802700082225975,0.2509138722411473
2023-01-23,6.709758175118891,8.686717143393214,68.0,851.0,1128.0,819.0,0.9490387679301259,0.11663158393863751,0.14972097692266126
2023-01-24,9.002459006563434,9.089229306077476,132.0,931.0,1196.0,938.0,0.7374785567522575,0.29925197741921694,0.20767899585739152
2023-01-25,8.073562706189866,8.073562706189866,51.0,840.0,1121.0,1020.0,0.5496143733388374,0.3757241648410762,0.29842712789571657
2023-01-26,9.962020568002693,11.657195226241996,99.0,913.0,1072.0,982.0,1.224598286847629,0.20092477082787485,0.2715061215503847
2023-01-27,7.650470707645706,8.471004331560565,105.0,893.0,1130.0,1002.0,0.6115929999572475,0.22310836211725965,0.11947337875824422
2023-01-28,7.488072343171133,10.306065902057014,109.0,994.0,1025.0,824.0,1.1083195000077717,0.34545516119575354,0.2412743993619992
2023-01-29,9.096220882748824,9.096220882748824,154.0,922.0,1178.0,1085.0,0.7810497501668892,0.4591741173774948,0.1691159171741626
2023-01-30,7.363214161012071,10.216712010063173,108.0,870.0,1101.0,1052.0,0.673496050355022,0.4239697681211597,0.10139645237606963
2023-01-31,9.72302930241426,10.605681553407457,117.0,823.0,1090.0,1042.0,0.8797515229193175,0.3332520876398334,0.18069619380539992
2023-02-01,9.433651007372047,11.318967214828806,86.0,830.0,1117.0,1047.0,1.3014457762229537,0.3920886871028997,0.14695088434499426
2023-02-02,7.715976109500073,8.825685087042412,106.0,845.0,1125.0,1080.0,0.8920935769045727,0.24592898808311947,0.26377385410409426
2023-02-03,8.043983314633921,8.043983314633921,84.0,850.0,1014.0,963.0,1.2507696492110556,0.3563862112395031,0.1674661217691531
2023-02-04,8.547542520275229,8.547542520275229,61.0,970.0,1137.0,860.0,0.6254862967991507,0.28647263645102283,0.2655047387907634
2023-02-05,6.41249547534373,11.60007456739242,141.0,912.0,1048.0,985.0,1.2727714196650792,0.17597445458302438,0.10011958776695906
2023-02-06,9.610211626718266,11.495560310250061,150.0,905.0,1143.0,1023.0,0.7369333249066486,0.3806953095509029,0.16156383000522384
2023-02-07,8.021009489791428,10.389652408681233,143.0,823.0,1165.0,1021.0,1.177393129888873,0.32258585493952885,0.1482330428615524
2023-02-08,9.305829864430967,10.402067441734614,120.0,972.0,1161.0,956.0,1.0657815548409963,0.24344863278143658,0.1467134722137222
2023-02-09,7.280198404122447,10.660146698185022,107.0,945.0,1111.0,821.0,1.4291447172116873,0.4645356760314523,0.11363732395309255
2023-02-10,8.7014851144938,8.7014851144938,180.0,814.0,1104.0,911.0,0.887322517975314,0.1083736471306933,0.13742485408210034
2023-02-11,7.556806714936652,11.65764778369984,128.0,942.0,1029.0,1029.0,0.5661651888344404,0.2263092604997984,0.21110991397712398
2023-02-12,6.043350605921193,9.675082099568293,122.0,909.0,1155.0,975.0,0.5191554855512529,0.12275255911105863,0.1582722145675489
2023-02-13,9.532554112997989,9.532554112997989,54.0,816.0,1054.0,961.0,1.3268585609727532,0.40661092648865094,0.18347895646582957
2023-02-14,6.365146707144534,10.07567082113135,101.0,892.0,1099.0,881.0,1.0247356376614323,0.3808429816455171,0.1753733760694377
2023-02-15,7.2772545503616595,8.18786386710022,107.0,897.0,1057.0,911.0,1.2752440518349493,0.23254088749452684,0.2751809849999789
2023-02-16,8.665133475024318,8.665133475024318,110.0,833.0,1027.0,1027.0,0.7344256000115147,0.37026516088282924,0.28105979980210305
2023-02-17,9.802428587750224,10.952134465705482,137.0,989.0,1126.0,1000.0,0.8450837455132337,0.2583748904783799,0.198591394331172
