Date,Effective_Running_Time,General_Running_Time,Waste_Packages,Good_Packages,Nominal_Speed,Actual_Speed,Ancillary_Time,Internal_Downtime,External_Downtime,Base_Working_Time,MME,Q,P,A,OEE
8/2/2022,6.9,8.6,170,984,1014,911,0.7,0.3,0.2,8.1,1.25,0.852686308,0.898422091,0.851851852,0.65
8/3/2022,8.8,9.2,101,850,1082,1080,1.4,0.3,0.2,10.7,1.05,0.893796004,0.998151571,0.822429907,0.73
8/4/2022,6.9,9,172,951,1062,1048,1.4,0.3,0.1,8.7,1.3,0.846838825,0.986817326,0.793103448,0.66
8/5/2022,7.3,11,62,892,1135,1009,0.7,0.3,0.2,8.5,1.51,0.935010482,0.888986784,0.858823529,0.71
8/6/2022,8.1,8.1,184,968,1121,1014,1.2,0.2,0.2,9.7,1,0.840277778,0.904549509,0.835051546,0.63
8/7/2022,8.6,10.3,132,946,1073,939,0.8,0.3,0.2,9.9,1.2,0.87755102,0.875116496,0.868686869,0.67
8/8/2022,9.4,11,173,955,1044,1044,1.3,0.4,0.2,11.3,1.17,0.846631206,1,0.831858407,0.7
8/9/2022,8.6,11.5,118,931,1198,1008,1.5,0.2,0.2,10.5,1.34,0.887511916,0.841402337,0.819047619,0.61
8/10/2022,8.3,9.4,147,835,1091,1019,0.5,0.5,0.1,9.4,1.13,0.850305499,0.9340055,0.882978723,0.7
8/11/2022,6.4,11.3,129,909,1138,1059,1.4,0.4,0.2,8.4,1.77,0.875722543,0.930579965,0.761904762,0.62
8/12/2022,7.5,8.4,160,997,1028,882,1.1,0.4,0.2,9.2,1.12,0.861711322,0.857976654,0.815217391,0.6
8/13/2022,7.1,11.4,62,987,1097,1042,1.5,0.3,0.1,9,1.61,0.940896092,0.949863263,0.788888889,0.71
8/14/2022,7,8.5,59,809,1006,859,1,0.4,0.3,8.7,1.21,0.93202765,0.85387674,0.804597701,0.64
8/15/2022,9.6,9.6,87,833,1101,904,1.3,0.1,0.3,11.3,1,0.905434783,0.821071753,0.849557522,0.63
8/16/2022,7.6,11.2,74,826,1193,901,0.6,0.4,0.2,8.8,1.47,0.917777778,0.755238894,0.863636364,0.6
8/17/2022,8.6,8.6,181,945,1077,1077,0.8,0.1,0.3,9.8,1,0.839253996,1,0.87755102,0.74
8/18/2022,8.5,8.9,83,964,1008,1008,0.6,0.5,0.3,9.9,1.05,0.920725883,1,0.858585859,0.79
8/19/2022,9.2,10.9,196,843,1006,1006,1.5,0.5,0.3,11.5,1.18,0.811357074,1,0.8,0.65
8/20/2022,8,10.9,101,901,1078,1018,1.3,0.2,0.1,9.6,1.36,0.899201597,0.944341373,0.833333333,0.71
8/21/2022,8.3,10.6,77,968,1032,969,1.4,0.2,0.3,10.2,1.28,0.926315789,0.938953488,0.81372549,0.71
8/22/2022,8,10.8,168,947,1005,1005,1.4,0.4,0.2,10,1.35,0.849327354,1,0.8,0.68
8/23/2022,6.8,10.2,149,908,1151,949,0.6,0.2,0.2,7.8,1.5,0.859035005,0.824500434,0.871794872,0.62
8/24/2022,8.9,9,125,918,1092,914,0.9,0.4,0.1,10.3,1.01,0.880153404,0.836996337,0.86407767,0.64
8/25/2022,7.1,9.4,133,902,1058,849,0.6,0.1,0.2,8,1.32,0.871497585,0.802457467,0.8875,0.62
8/26/2022,6.1,8.7,158,860,1180,1036,0.7,0.2,0.1,7.1,1.43,0.844793713,0.877966102,0.85915493,0.64
8/27/2022,8.6,11.6,84,913,1023,1020,0.7,0.5,0.1,9.9,1.35,0.915747242,0.997067449,0.868686869,0.79
8/28/2022,6.7,10.3,199,938,1191,915,1,0.4,0.2,8.3,1.54,0.824978012,0.768261965,0.807228916,0.51
8/29/2022,9.6,9.6,196,975,1063,808,0.8,0.4,0.3,11.1,1,0.832621691,0.760112888,0.864864865,0.55
8/30/2022,9.8,9.8,148,927,1178,1052,0.6,0.2,0.3,10.9,1,0.862325581,0.893039049,0.899082569,0.69
8/31/2022,9.7,11.8,80,952,1121,803,0.7,0.4,0.2,11,1.22,0.92248062,0.71632471,0.881818182,0.58
9/1/2022,7.5,8.6,152,832,1165,1011,0.6,0.3,0.3,8.7,1.15,0.845528455,0.867811159,0.862068966,0.63
9/2/2022,6.1,10.3,61,892,1197,1091,1.5,0.3,0.3,8.2,1.69,0.935991605,0.91144528,0.743902439,0.63
9/3/2022,9.7,10,55,802,1058,931,1.3,0.4,0.3,11.7,1.03,0.935822637,0.879962193,0.829059829,0.68
9/4/2022,7.7,10.4,89,849,1192,870,1.5,0.3,0.1,9.6,1.35,0.905117271,0.729865772,0.802083333,0.53
9/5/2022,8.1,8.1,119,945,1078,1011,0.9,0.3,0.2,9.5,1,0.888157895,0.937847866,0.852631579,0.71
9/6/2022,9.9,11.5,180,998,1077,1045,0.8,0.2,0.3,11.2,1.16,0.847198642,0.970287837,0.883928571,0.73
9/7/2022,9.4,11.7,159,820,1068,964,1.3,0.4,0.2,11.3,1.24,0.837589377,0.902621723,0.831858407,0.63
9/8/2022,7.2,10.3,161,880,1108,1090,0.8,0.2,0.2,8.4,1.43,0.845341018,0.983754513,0.857142857,0.71
9/9/2022,7.5,10.8,114,960,1031,816,0.8,0.4,0.2,8.9,1.44,0.893854749,0.791464597,0.842696629,0.6
9/10/2022,9.4,11.7,102,841,1111,951,0.7,0.2,0.2,10.5,1.24,0.891834571,0.855985599,0.895238095,0.68
9/11/2022,7.3,10.8,106,911,1108,1016,0.6,0.4,0.2,8.5,1.48,0.895771878,0.916967509,0.858823529,0.71
9/12/2022,6.7,8.6,198,947,1152,1059,0.8,0.4,0.1,8,1.28,0.827074236,0.919270833,0.8375,0.64
9/13/2022,8.2,10.3,56,923,1167,854,0.9,0.2,0.2,9.5,1.26,0.942798774,0.731790917,0.863157895,0.6
9/14/2022,9.7,10.4,180,838,1088,1040,1.2,0.1,0.3,11.3,1.07,0.823182711,0.955882353,0.85840708,0.68
9/15/2022,8.8,9.7,137,871,1060,966,0.6,0.2,0.3,9.9,1.1,0.864087302,0.911320755,0.888888889,0.7
9/16/2022,8.3,10.9,116,957,1052,919,0.7,0.3,0.1,9.4,1.31,0.891891892,0.873574144,0.882978723,0.69
9/17/2022,6.4,11.7,159,911,1039,840,1.3,0.4,0.3,8.4,1.83,0.851401869,0.808469682,0.761904762,0.52
9/18/2022,8.5,11.7,123,801,1012,1012,0.6,0.1,0.2,9.4,1.38,0.866883117,1,0.904255319,0.78
9/19/2022,9.8,9.8,181,952,1068,847,0.8,0.4,0.2,11.2,1,0.840247132,0.793071161,0.875,0.58
9/20/2022,6.6,8.5,185,807,1054,893,1.4,0.2,0.3,8.5,1.29,0.813508065,0.847248577,0.776470588,0.54
9/21/2022,8.1,11.9,113,949,1193,887,0.7,0.3,0.3,9.4,1.47,0.893596987,0.743503772,0.861702128,0.57
9/22/2022,9.5,11.4,92,840,1112,1061,0.6,0.5,0.3,10.9,1.2,0.901287554,0.954136691,0.871559633,0.75
9/23/2022,8.5,8.5,139,992,1069,1002,1,0.2,0.2,9.9,1,0.877099912,0.937324602,0.858585859,0.71
9/24/2022,8.8,11.7,187,874,1116,1039,0.8,0.3,0.3,10.2,1.33,0.823751178,0.931003584,0.862745098,0.66
9/25/2022,8.8,11.5,82,865,1028,875,1.1,0.1,0.1,10.1,1.31,0.913410771,0.851167315,0.871287129,0.68
9/26/2022,7.4,10.1,143,830,1089,987,1.3,0.1,0.2,9,1.36,0.85303186,0.906336088,0.822222222,0.64
9/27/2022,7.2,10.4,145,861,1125,972,0.6,0.2,0.2,8.2,1.44,0.855864811,0.864,0.87804878,0.65
9/28/2022,9.2,9.6,160,975,1098,1050,1.1,0.1,0.2,10.6,1.04,0.859030837,0.956284153,0.867924528,0.71
9/29/2022,8.2,8.2,70,999,1080,1072,1,0.4,0.2,9.8,1,0.934518241,0.992592593,0.836734694,0.78
9/30/2022,9.3,9.3,157,874,1199,804,0.6,0.3,0.3,10.5,1,0.84772066,0.670558799,0.885714286,0.5
10/1/2022,9.7,11.2,186,890,1176,1002,1.1,0.3,0.1,11.2,1.15,0.827137546,0.852040816,0.866071429,0.61
10/2/2022,8,8,77,944,1125,816,0.8,0.2,0.1,9.1,1,0.924583741,0.725333333,0.879120879,0.59
10/3/2022,8,9.3,86,977,1114,965,1,0.2,0.2,9.4,1.16,0.919096896,0.866247756,0.85106383,0.68
10/4/2022,9.2,9.6,196,919,1124,886,0.6,0.4,0.2,10.4,1.04,0.824215247,0.788256228,0.884615385,0.57
10/5/2022,8.6,10.1,77,878,1040,892,1,0.5,0.3,10.4,1.17,0.919371728,0.857692308,0.826923077,0.65
10/6/2022,8.8,11.7,178,883,1079,906,0.8,0.1,0.2,9.9,1.33,0.832233742,0.839666358,0.888888889,0.62
10/7/2022,9.2,9.4,124,939,1008,986,1.3,0.5,0.1,11.1,1.02,0.883349012,0.978174603,0.828828829,0.72
10/8/2022,9.4,9.4,87,801,1095,900,0.6,0.3,0.3,10.6,1,0.902027027,0.821917808,0.886792453,0.66
10/9/2022,7.4,11,181,924,1109,1020,0.9,0.3,0.2,8.8,1.49,0.836199095,0.91974752,0.840909091,0.65
10/10/2022,7.5,9.8,117,871,1046,921,1,0.3,0.1,8.9,1.31,0.881578947,0.880497132,0.842696629,0.65
10/11/2022,6.4,8.9,127,959,1193,821,1.2,0.1,0.2,7.9,1.39,0.88305709,0.688181056,0.810126582,0.49
10/12/2022,8.3,9.8,104,819,1182,1035,1.1,0.1,0.2,9.7,1.18,0.887323944,0.875634518,0.855670103,0.66
10/13/2022,6.1,8.6,139,918,1144,886,1.2,0.3,0.2,7.8,1.41,0.868495743,0.774475524,0.782051282,0.53
10/14/2022,7.9,8.7,75,896,1107,930,1.3,0.2,0.2,9.6,1.1,0.922760041,0.840108401,0.822916667,0.64
10/15/2022,8.2,10,109,928,1174,1006,1.4,0.5,0.3,10.4,1.22,0.894889103,0.856899489,0.788461538,0.6
10/16/2022,7.1,9.7,195,813,1026,900,0.8,0.3,0.3,8.5,1.37,0.806547619,0.877192982,0.835294118,0.59
10/17/2022,8.4,11.7,89,916,1158,817,1,0.2,0.2,9.8,1.39,0.911442786,0.70552677,0.857142857,0.55
10/18/2022,6.1,9.4,149,912,1025,912,1.3,0.4,0.1,7.9,1.54,0.859566447,0.889756098,0.772151899,0.59
10/19/2022,6.1,10.3,99,912,1159,1083,1.5,0.2,0.3,8.1,1.69,0.902077151,0.93442623,0.75308642,0.63
10/20/2022,9.3,10.5,166,921,1055,993,1.4,0.3,0.2,11.2,1.13,0.847286109,0.941232227,0.830357143,0.66
10/21/2022,7.4,8.1,70,935,1175,1001,0.9,0.4,0.2,8.9,1.09,0.930348259,0.851914894,0.831460674,0.66
10/22/2022,6.5,10.7,195,961,1189,990,0.7,0.5,0.2,7.9,1.65,0.831314879,0.832632464,0.82278481,0.57
10/23/2022,8.1,8.7,118,854,1030,860,1,0.4,0.3,9.8,1.07,0.878600823,0.834951456,0.826530612,0.61
10/24/2022,9.1,11.8,85,965,1093,926,1.2,0.4,0.2,10.9,1.3,0.919047619,0.847209515,0.834862385,0.65
10/25/2022,6.9,8.6,61,900,1196,1025,1,0.4,0.1,8.4,1.25,0.936524454,0.857023411,0.821428571,0.66
10/26/2022,8.5,9.7,75,815,1097,830,1,0.5,0.2,10.2,1.14,0.915730337,0.756608933,0.833333333,0.58
10/27/2022,6.3,8.3,128,812,1173,883,1.3,0.2,0.3,8.1,1.32,0.863829787,0.752770673,0.777777778,0.51
10/28/2022,6.2,12,101,867,1118,883,0.9,0.1,0.1,7.3,1.94,0.895661157,0.78980322,0.849315068,0.6
10/29/2022,8.1,10,174,957,1075,930,1.4,0.2,0.3,10,1.23,0.846153846,0.865116279,0.81,0.59
10/30/2022,8.2,10.4,115,942,1057,1057,0.9,0.2,0.2,9.5,1.27,0.891201514,1,0.863157895,0.77
10/31/2022,8.3,8.3,87,958,1041,820,0.8,0.4,0.2,9.7,1,0.916746411,0.787704131,0.855670103,0.62
11/1/2022,8.9,11,143,903,1152,956,1,0.4,0.2,10.5,1.24,0.863288719,0.829861111,0.847619048,0.61
11/2/2022,8.8,8.8,156,888,1077,854,1.3,0.3,0.1,10.5,1,0.850574713,0.792943361,0.838095238,0.57
11/3/2022,8.1,11.6,75,829,1102,1091,0.6,0.1,0.3,9.1,1.43,0.917035398,0.990018149,0.89010989,0.81
11/4/2022,7.3,8.8,75,866,1098,834,0.7,0.4,0.2,8.6,1.21,0.920297556,0.759562842,0.848837209,0.59
11/5/2022,8.8,8.8,56,887,1115,921,1.5,0.2,0.3,10.8,1,0.940615058,0.826008969,0.814814815,0.63
11/6/2022,7.1,8.1,160,818,1173,1021,0.7,0.4,0.2,8.4,1.14,0.836400818,0.870417732,0.845238095,0.62
11/7/2022,7.8,9.9,150,844,1196,1011,1.1,0.3,0.1,9.3,1.27,0.849094567,0.845317726,0.838709677,0.6
11/8/2022,6.3,10.3,121,920,1082,927,1.1,0.2,0.1,7.7,1.63,0.88376561,0.856746765,0.818181818,0.62
11/9/2022,6.1,8.3,177,947,1166,904,1,0.2,0.2,7.5,1.36,0.84252669,0.775300172,0.813333333,0.53
11/10/2022,9.9,11.1,171,1000,1153,919,1.1,0.1,0.3,11.4,1.12,0.853970965,0.797051171,0.868421053,0.59
11/11/2022,9.3,9.8,138,987,1115,879,0.7,0.4,0.2,10.6,1.05,0.877333333,0.788340807,0.877358491,0.61
11/12/2022,8.8,10.1,180,929,1191,862,1.1,0.5,0.2,10.6,1.15,0.837691614,0.723761545,0.830188679,0.5
11/13/2022,7.6,9.8,81,884,1040,945,0.9,0.4,0.2,9.1,1.29,0.916062176,0.908653846,0.835164835,0.7
11/14/2022,6.7,9.6,67,927,1022,881,1.2,0.1,0.2,8.2,1.43,0.932595573,0.862035225,0.817073171,0.66
11/15/2022,6.6,10.2,90,957,1171,886,0.6,0.3,0.2,7.7,1.55,0.914040115,0.756618275,0.857142857,0.59
11/16/2022,7,8.6,59,824,1088,997,1.1,0.4,0.3,8.8,1.23,0.933182333,0.916360294,0.795454545,0.68
11/17/2022,8.2,8.7,130,882,1169,1091,0.7,0.4,0.2,9.5,1.06,0.871541502,0.933276305,0.863157895,0.7
11/18/2022,8.9,11.4,190,968,1179,981,0.8,0.1,0.2,10,1.28,0.835924007,0.832061069,0.89,0.62
11/19/2022,8.6,11.8,56,877,1012,823,0.7,0.1,0.1,9.5,1.37,0.939978564,0.813241107,0.905263158,0.69
11/20/2022,7.1,9.5,68,914,1177,823,0.7,0.4,0.3,8.5,1.34,0.930753564,0.699235344,0.835294118,0.54
11/21/2022,9.1,9.1,118,918,1090,1085,1.3,0.2,0.1,10.7,1,0.886100386,0.995412844,0.85046729,0.75
11/22/2022,9,10.6,190,837,1102,889,0.8,0.2,0.1,10.1,1.18,0.814995131,0.806715064,0.891089109,0.59
11/23/2022,8.2,9.6,97,872,1125,828,1.4,0.1,0.2,9.9,1.17,0.899896801,0.736,0.828282828,0.55
11/24/2022,8.1,8.1,126,867,1185,980,1.5,0.3,0.2,10.1,1,0.873111782,0.827004219,0.801980198,0.58
11/25/2022,7.7,8.6,56,805,1004,987,1.1,0.4,0.2,9.4,1.12,0.93495935,0.983067729,0.819148936,0.75
11/26/2022,7,10.9,72,805,1095,995,0.6,0.5,0.2,8.3,1.56,0.917901938,0.908675799,0.843373494,0.7
11/27/2022,7.4,10.6,198,966,1138,880,0.9,0.3,0.3,8.9,1.43,0.829896907,0.773286467,0.831460674,0.53
11/28/2022,8.1,8.1,195,855,1145,805,1.3,0.3,0.1,9.8,1,0.814285714,0.703056769,0.826530612,0.47
11/29/2022,6.1,8.9,51,904,1139,1090,0.9,0.1,0.3,7.4,1.46,0.946596859,0.956979807,0.824324324,0.75
11/30/2022,6.5,8.9,193,860,1027,875,0.6,0.3,0.2,7.6,1.37,0.81671415,0.851996105,0.855263158,0.6
12/1/2022,6.2,10.7,146,988,1060,1003,1.1,0.3,0.2,7.8,1.73,0.871252205,0.946226415,0.794871795,0.66
12/2/2022,6.2,8.1,180,852,1072,1012,1.3,0.3,0.2,8,1.31,0.825581395,0.944029851,0.775,0.6
12/3/2022,8.4,8.4,118,886,1161,983,1.3,0.3,0.2,10.2,1,0.88247012,0.846683893,0.823529412,0.62
12/4/2022,8.8,11.2,127,975,1056,894,0.7,0.2,0.3,10,1.27,0.884754991,0.846590909,0.88,0.66
12/5/2022,7.9,8.7,123,968,1042,881,1.2,0.1,0.2,9.4,1.1,0.887259395,0.845489443,0.840425532,0.63
12/6/2022,6.4,10.6,150,837,1191,979,0.7,0.2,0.2,7.5,1.66,0.848024316,0.821998321,0.853333333,0.59
12/7/2022,8,9,71,961,1002,1002,0.7,0.1,0.2,9,1.12,0.93120155,1,0.888888889,0.83
12/8/2022,7.9,8.4,54,892,1200,1084,1.4,0.2,0.3,9.8,1.06,0.942917548,0.903333333,0.806122449,0.69
12/9/2022,6.7,9,96,897,1135,832,0.7,0.5,0.2,8.1,1.34,0.903323263,0.733039648,0.827160494,0.55
12/10/2022,7.7,10.9,156,827,1166,846,0.8,0.3,0.3,9.1,1.42,0.841302136,0.725557461,0.846153846,0.52
12/11/2022,7.6,11.4,80,816,1059,1059,0.5,0.3,0.2,8.6,1.5,0.910714286,1,0.88372093,0.8
12/12/2022,8.5,11.3,151,946,1003,1003,1.4,0.4,0.1,10.4,1.33,0.862351869,1,0.817307692,0.7
12/13/2022,8.5,9.6,195,899,1148,1065,1.3,0.5,0.1,10.4,1.13,0.821755027,0.927700348,0.817307692,0.62
12/14/2022,6.2,10.7,64,887,1167,861,1.1,0.3,0.2,7.8,1.73,0.932702419,0.737789203,0.794871795,0.55
12/15/2022,7.5,8.8,151,946,1148,976,1.3,0.4,0.1,9.3,1.17,0.862351869,0.850174216,0.806451613,0.59
12/16/2022,8.5,9.2,117,953,1029,1010,0.7,0.2,0.1,9.5,1.08,0.890654206,0.981535471,0.894736842,0.78
12/17/2022,8,11.6,180,832,1151,1004,1,0.2,0.3,9.5,1.45,0.822134387,0.87228497,0.842105263,0.6
12/18/2022,8.1,8.1,77,922,1154,922,0.9,0.3,0.3,9.6,1,0.922922923,0.798960139,0.84375,0.62
12/19/2022,8.3,8.3,154,827,1132,805,0.6,0.4,0.2,9.5,1,0.843017329,0.711130742,0.873684211,0.52
12/20/2022,6.7,8.8,176,950,1153,975,1,0.4,0.1,8.2,1.31,0.843694494,0.845620121,0.817073171,0.58
12/21/2022,6.3,8.1,192,931,1169,876,1.4,0.2,0.1,8,1.29,0.829029386,0.749358426,0.7875,0.49
12/22/2022,8.6,8.7,152,991,1123,935,0.5,0.2,0.1,9.4,1.01,0.867016623,0.832591273,0.914893617,0.66
12/23/2022,6.1,10.3,125,814,1018,1018,0.8,0.4,0.2,7.5,1.69,0.866879659,1,0.813333333,0.71
12/24/2022,8.3,9.7,143,811,1098,920,0.7,0.2,0.3,9.5,1.17,0.850104822,0.837887067,0.873684211,0.62
12/25/2022,9.8,11.6,180,856,1016,1016,0.7,0.3,0.2,11,1.18,0.826254826,1,0.890909091,0.74
12/26/2022,8.3,11.3,136,852,1082,857,1.4,0.4,0.1,10.2,1.36,0.862348178,0.792051756,0.81372549,0.56
12/27/2022,7.6,9.4,55,849,1081,1002,1,0.4,0.2,9.2,1.24,0.939159292,0.926919519,0.826086957,0.72
12/28/2022,8.6,9,190,981,1013,1013,1,0.4,0.2,10.2,1.05,0.837745517,1,0.843137255,0.71
12/29/2022,7.8,9.5,153,850,1070,831,1.3,0.4,0.2,9.7,1.22,0.847457627,0.776635514,0.804123711,0.53
12/30/2022,8.2,10.4,151,854,1022,802,0.7,0.3,0.2,9.4,1.27,0.849751244,0.784735812,0.872340426,0.58
12/31/2022,9.1,9.1,82,952,1162,930,1,0.4,0.2,10.7,1,0.920696325,0.800344234,0.85046729,0.63
1/1/2023,7.5,10.5,149,890,1190,828,0.9,0.3,0.1,8.8,1.4,0.856592878,0.695798319,0.852272727,0.51
1/2/2023,9.6,9.6,109,955,1014,1014,1.1,0.2,0.1,11,1,0.897556391,1,0.872727273,0.78
1/3/2023,9.6,10.2,148,813,1191,1074,1.5,0.1,0.3,11.5,1.06,0.845993757,0.901763224,0.834782609,0.64
1/4/2023,6.8,9.7,66,898,1105,930,1.3,0.2,0.1,8.4,1.43,0.93153527,0.841628959,0.80952381,0.63
1/5/2023,6.3,9.2,149,807,1060,878,0.9,0.3,0.1,7.6,1.46,0.844142259,0.828301887,0.828947368,0.58
1/6/2023,6.4,11.8,200,813,1015,930,1.3,0.3,0.1,8.1,1.84,0.802566634,0.916256158,0.790123457,0.58
1/7/2023,6.1,11.1,57,981,1100,1017,0.7,0.4,0.1,7.3,1.82,0.945086705,0.924545455,0.835616438,0.73
1/8/2023,6.4,8.6,197,828,1159,803,0.5,0.2,0.2,7.3,1.34,0.807804878,0.692838654,0.876712329,0.49
1/9/2023,8.7,11.5,111,906,1141,977,0.7,0.2,0.3,9.9,1.32,0.890855457,0.856266433,0.878787879,0.67
1/10/2023,6.3,9.9,181,882,1010,984,0.8,0.5,0.2,7.8,1.57,0.829727187,0.974257426,0.807692308,0.65
1/11/2023,7.3,11.6,167,869,1015,991,1,0.1,0.2,8.6,1.59,0.838803089,0.97635468,0.848837209,0.7
1/12/2023,9.4,11.2,135,980,1081,873,1.1,0.3,0.2,11,1.19,0.878923767,0.807585569,0.854545455,0.61
1/13/2023,6.1,9.7,161,804,1059,1014,1.4,0.3,0.2,8,1.59,0.833160622,0.957507082,0.7625,0.61
1/14/2023,8.1,8.1,182,933,1046,827,1,0.3,0.3,9.7,1,0.8367713,0.790630975,0.835051546,0.55
1/15/2023,7.1,9.1,111,993,1056,860,1,0.1,0.3,8.5,1.28,0.899456522,0.814393939,0.835294118,0.61
1/16/2023,6.5,10.2,99,912,1161,1063,0.6,0.1,0.1,7.3,1.57,0.902077151,0.915590009,0.890410959,0.74
1/17/2023,8.8,10.5,150,987,1186,1022,0.5,0.1,0.3,9.7,1.19,0.868073879,0.861720067,0.907216495,0.68
1/18/2023,8.5,9,171,810,1081,804,1.1,0.3,0.2,10.1,1.06,0.825688073,0.743755782,0.841584158,0.52
1/19/2023,8.6,8.6,164,884,1181,875,0.9,0.3,0.3,10.1,1,0.84351145,0.740897544,0.851485149,0.53
1/20/2023,8.9,11.3,170,852,1064,864,1.3,0.2,0.2,10.6,1.27,0.833659491,0.812030075,0.839622642,0.57
1/21/2023,9.2,11.9,115,946,1095,881,0.7,0.4,0.3,10.6,1.29,0.891611687,0.80456621,0.867924528,0.62
1/22/2023,7.1,10.1,173,996,1045,874,0.5,0.4,0.3,8.3,1.42,0.852010265,0.836363636,0.855421687,0.61
1/23/2023,6.7,8.7,68,851,1128,819,0.9,0.1,0.1,7.8,1.3,0.926006529,0.72606383,0.858974359,0.58
1/24/2023,9,9.1,132,931,1196,938,0.7,0.3,0.2,10.2,1.01,0.875823142,0.784280936,0.882352941,0.61
1/25/2023,8.1,8.1,51,840,1121,1020,0.5,0.4,0.3,9.3,1,0.942760943,0.909901873,0.870967742,0.75
1/26/2023,10,11.7,99,913,1072,982,1.2,0.2,0.3,11.7,1.17,0.902173913,0.916044776,0.854700855,0.71
1/27/2023,7.7,8.5,105,893,1130,1002,0.6,0.2,0.1,8.6,1.1,0.894789579,0.886725664,0.895348837,0.71
1/28/2023,7.5,10.3,109,994,1025,824,1.1,0.3,0.2,9.1,1.37,0.901178604,0.803902439,0.824175824,0.6
1/29/2023,9.1,9.1,154,922,1178,1085,0.8,0.5,0.2,10.6,1,0.856877323,0.921052632,0.858490566,0.68
1/30/2023,7.4,10.2,108,870,1101,1052,0.7,0.4,0.1,8.6,1.38,0.889570552,0.955495005,0.860465116,0.73
1/31/2023,9.7,10.6,117,823,1090,1042,0.9,0.3,0.2,11.1,1.09,0.875531915,0.955963303,0.873873874,0.73
2/1/2023,9.4,11.3,86,830,1117,1047,1.3,0.4,0.1,11.2,1.2,0.906113537,0.93733214,0.839285714,0.71
2/2/2023,7.7,8.8,106,845,1125,1080,0.9,0.2,0.3,9.1,1.14,0.888538381,0.96,0.846153846,0.72
2/3/2023,8,8,84,850,1014,963,1.3,0.4,0.2,9.9,1,0.91006424,0.949704142,0.808080808,0.7
2/4/2023,8.5,8.5,61,970,1137,860,0.6,0.3,0.3,9.7,1,0.940834142,0.756376429,0.87628866,0.62
2/5/2023,6.4,11.6,141,912,1048,985,1.3,0.2,0.1,8,1.81,0.866096866,0.939885496,0.8,0.65
2/6/2023,9.6,11.5,150,905,1143,1023,0.7,0.4,0.2,10.9,1.2,0.857819905,0.895013123,0.880733945,0.68
2/7/2023,8,10.4,143,823,1165,1021,1.2,0.3,0.1,9.6,1.3,0.851966874,0.87639485,0.833333333,0.62
2/8/2023,9.3,10.4,120,972,1161,956,1.1,0.2,0.1,10.7,1.12,0.89010989,0.823428079,0.869158879,0.64
2/9/2023,7.3,10.7,107,945,1111,821,1.4,0.5,0.1,9.3,1.47,0.898288973,0.738973897,0.784946237,0.52
2/10/2023,8.7,8.7,180,814,1104,911,0.9,0.1,0.1,9.8,1,0.818913481,0.825181159,0.887755102,0.6
2/11/2023,7.6,11.7,128,942,1029,1029,0.6,0.2,0.2,8.6,1.54,0.880373832,1,0.88372093,0.78
2/12/2023,6,9.7,122,909,1155,975,0.5,0.1,0.2,6.8,1.62,0.881668283,0.844155844,0.882352941,0.66
2/13/2023,9.5,9.5,54,816,1054,961,1.3,0.4,0.2,11.4,1,0.937931034,0.911764706,0.833333333,0.71
2/14/2023,6.4,10.1,101,892,1099,881,1,0.4,0.2,8,1.58,0.898288016,0.801637853,0.8,0.58
2/15/2023,7.3,8.2,107,897,1057,911,1.3,0.2,0.3,9.1,1.12,0.893426295,0.861873226,0.802197802,0.62
2/16/2023,8.7,8.7,110,833,1027,1027,0.7,0.4,0.3,10.1,1,0.883351007,1,0.861386139,0.76
2/17/2023,9.8,11,137,989,1126,1000,0.8,0.3,0.2,11.1,1.12,0.878330373,0.888099467,0.882882883,0.69
2/18/2023,8.3,8.3,130,970,1011,1011,0.5,0.4,0.2,9.4,1,0.881818182,1,0.882978723,0.78
2/19/2023,8.5,10.4,141,934,1150,936,1.5,0.3,0.1,10.4,1.22,0.868837209,0.813913043,0.817307692,0.58
2/20/2023,7.8,9,165,892,1064,989,1.2,0.3,0.3,9.6,1.15,0.843897824,0.929511278,0.8125,0.64
2/21/2023,7.2,9.6,172,882,1000,875,1.4,0.5,0.1,9.2,1.33,0.836812144,0.875,0.782608696,0.57
2/22/2023,7.3,9.2,158,930,1102,1012,0.8,0.2,0.2,8.5,1.26,0.854779412,0.918330309,0.858823529,0.67
2/23/2023,8.7,9.4,193,909,1009,928,1.1,0.1,0.2,10.1,1.08,0.824863884,0.919722498,0.861386139,0.65
2/24/2023,9,10.9,53,812,1055,933,1.2,0.3,0.2,10.7,1.21,0.938728324,0.88436019,0.841121495,0.7
2/25/2023,9.2,9.2,79,903,1141,995,0.8,0.5,0.1,10.6,1,0.919551935,0.872042068,0.867924528,0.7
2/26/2023,9.2,10.3,51,961,1013,1013,1.3,0.3,0.3,11.1,1.12,0.949604743,1,0.828828829,0.79
2/27/2023,6.4,9.9,147,892,1168,819,1.4,0.1,0.1,8,1.55,0.858517806,0.70119863,0.8,0.48
2/28/2023,8,10.7,185,810,1001,1001,1.4,0.2,0.2,9.8,1.34,0.814070352,1,0.816326531,0.66
3/1/2023,6.2,11.7,87,957,1049,888,1.2,0.3,0.1,7.8,1.89,0.916666667,0.846520496,0.794871795,0.62
3/2/2023,8.2,10.9,189,840,1148,933,0.8,0.2,0.1,9.3,1.33,0.816326531,0.81271777,0.88172043,0.58
3/3/2023,7.8,8.9,59,852,1063,807,0.8,0.4,0.3,9.3,1.14,0.935236004,0.759172154,0.838709677,0.6
